tipo,status,data,"venc. fatura",valor,descrição,categoria,conta,"conta transferência",centro,contato,forma,projeto,"n. documento",observações,"data competência","id único",tags,cartão,repetição,"meta de economia"
despesa,confirmado,17/04/2025,,"2,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380394,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"4,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380437,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"7,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380466,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"7,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380503,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"12,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380513,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"4,60","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380532,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"2,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380551,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"4,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380637,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"3,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380665,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,17/04/2025,,"3,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380689,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,18/04/2025,,"8,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275380710,"item copa e cozinha,despesas - black box",,único,
receita,confirmado,18/04/2025,,"10,69","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,18/04/2025,275380750,receita,,único,
despesa,confirmado,18/04/2025,,"7,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381274,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,18/04/2025,,"14,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381310,"item copa e cozinha,despesas - black box",,único,
receita,confirmado,19/04/2025,,"4,42","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,19/04/2025,275381350,receita,,único,
despesa,confirmado,19/04/2025,,"2,25","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381425,"item copa e cozinha,despesas - black box",,único,
transferência,confirmado,20/04/2025,,"-10.000,00","transferência conta pj p/ cartões ",transferência,"conta simples - c/c","conta simples - cartao scale",,"sem contato","sem forma pagto.","sem projeto",,,20/04/2025,275244305,,,único,
receita,confirmado,20/04/2025,,"5,79","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,20/04/2025,275381488,receita,,único,
despesa,confirmado,20/04/2025,,"10,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381559,"item copa e cozinha,despesas - black box",,único,
receita,confirmado,21/04/2025,,"3,00","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,21/04/2025,275381693,receita,,único,
despesa,confirmado,21/04/2025,,"3,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381727,"item copa e cozinha,despesas - black box",,único,
receita,confirmado,22/04/2025,,"2,96","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,22/04/2025,275381825,receita,,único,
despesa,confirmado,22/04/2025,,"3,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381865,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"2,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381892,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"4,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275381950,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"3,40","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275382193,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"2,80","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275382424,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"2,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275382548,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"2,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275382566,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"3,70","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275382592,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,22/04/2025,,"3,40","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275382728,"item copa e cozinha,despesas - black box",,único,
receita,confirmado,23/04/2025,,"9,75","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,23/04/2025,275382967,receita,,único,
despesa,confirmado,23/04/2025,,"2,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383049,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"9,20","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383089,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"3,70","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383117,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"3,70","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383208,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"34,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383239,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"3,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383256,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"8,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383278,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"4,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383565,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"7,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383646,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"3,40","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383720,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"5,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383784,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"7,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383844,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"2,00","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383877,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"20,80","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275383966,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"5,50","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275384184,"item copa e cozinha,despesas - black box",,único,
despesa,confirmado,23/04/2025,,"3,40","estorno pagamento pix drift comercio de alimentos s/a ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,"pagamento: itens para revenda no barzinho e copa da bbox",15/04/2025,275384225,"item copa e cozinha,despesas - black box",,único,
receita,confirmado,24/04/2025,,"9,26","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,24/04/2025,275384285,receita,,único,
despesa,confirmado,24/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384424,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"9,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384463,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"3,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384531,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384558,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384576,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"3,40","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384589,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"7,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384743,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"5,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384791,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"8,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384812,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384844,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"3,30","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384873,"despesas - black box",,único,
despesa,confirmado,24/04/2025,,"8,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384900,"despesas - black box",,único,
receita,confirmado,25/04/2025,,"9,69","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,25/04/2025,275384934,receita,,único,
despesa,confirmado,25/04/2025,,"4,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384961,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275384981,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"2,70","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385115,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"3,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385203,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"3,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385228,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"2,25","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385443,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385470,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"7,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385512,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"5,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385555,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385768,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"28,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385830,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"6,90","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385853,"despesas - black box",,único,
despesa,confirmado,25/04/2025,,"8,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275385942,"despesas - black box",,único,
receita,confirmado,26/04/2025,,"11,41","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,26/04/2025,275386026,receita,,único,
despesa,confirmado,26/04/2025,,"33,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386052,"despesas - black box",,único,
despesa,confirmado,26/04/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386165,"despesas - black box",,único,
receita,confirmado,27/04/2025,,"3,78","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,27/04/2025,275386482,receita,,único,
receita,confirmado,28/04/2025,,"3,77","rentabilidade cdi ",investimentos/rendimentos,"conta simples - c/c",,rendimentos,"blackbox digital ltda","sem forma pagto.","sem projeto",,,28/04/2025,275386333,receita,,único,
despesa,confirmado,28/04/2025,,"18,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386578,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"8,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386643,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"4,20","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386661,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386688,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"6,70","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386706,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"8,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386745,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"6,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386796,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"3,50","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386833,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"2,00","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386907,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"8,60","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275386965,"despesas - black box",,único,
despesa,confirmado,28/04/2025,,"11,80","estorno compra nacional em carone jd camburi        vitoria      br ","sede - blackbox digital/bbox - lojinha sede","conta simples - c/c",,"blackbox digital - matriz ","blackbox digital ltda","sem forma pagto.","projeto bbox ",,,24/04/2025,275387296,"despesas - black box",,único,
